id;name;regency_name;province_name;regency_id
1012496;SIMPANG LIMBUR;Merangin;Jambi;1502
1012544;TAMBANG EMAS;Merangin;Jambi;1502
1011413;PEMATANG KANDIS;Merangin;Jambi;1502
1011412;BANGKO;Merangin;Jambi;1502
1012585;BANGKO BARAT;Merangin;Jambi;1502
1012497;AUR BERDURI;Merangin;Jambi;1502
1012498;KEDERASAN PANJANG;Merangin;Jambi;1502
1011414;SUNGAI MANAU;Merangin;Jambi;1502
1011415;SIMPANG PARIT;Merangin;Jambi;1502
1011416;SUNGAI JERING;Merangin;Jambi;1502
1011417;RANTAU PANJANG;Merangin;Jambi;1502
1012499;PASAR BARU;Merangin;Jambi;1502
1011418;MUARA JERNIH;Merangin;Jambi;1502
1011419;MUARA DELANG;Merangin;Jambi;1502
1011420;SUMBER AGUNG;Merangin;Jambi;1502
1011421;RANTAU LIMAU MANIS;Merangin;Jambi;1502
1012543;KOTA RAJA;Merangin;Jambi;1502
1011422;SUNGAI BULIAN;Merangin;Jambi;1502
1012586;TABIR LINTAS;Merangin;Jambi;1502
1011423;MUARA KIBUL;Merangin;Jambi;1502
1011424;PEKAN GEDANG;Sarolangun;Jambi;1503
1011425;PULAU PANDAN;Sarolangun;Jambi;1503
1011426;MERSIP;Sarolangun;Jambi;1503
1011427;LUBUK RESAM;Sarolangun;Jambi;1503
1011428;PELAWAN;Sarolangun;Jambi;1503
1011429;SINGKUT;Sarolangun;Jambi;1503
1012526;SINGKUT V;Sarolangun;Jambi;1503
1011430;SAROLANGUN;Sarolangun;Jambi;1503
1012525;SUNGAI BAUNG;Sarolangun;Jambi;1503
1011431;LIMBUR TEMBESI;Sarolangun;Jambi;1503
1011432;PAUH;Sarolangun;Jambi;1503
1011433;PEMATANG KABAU;Sarolangun;Jambi;1503
1011434;AIR HITAM;Sarolangun;Jambi;1503
1011435;MANDIANGIN;Sarolangun;Jambi;1503
1011436;BUTANG BARU;Sarolangun;Jambi;1503
1011437;MERSAM;Batang Hari;Jambi;1504
1011438;SUNGAI PUAR;Batang Hari;Jambi;1504
1011439;SUNGAI RENGAS;Batang Hari;Jambi;1504
1011440;DURIAN LUNCUK;Batang Hari;Jambi;1504
1011441;JANGGA BARU;Batang Hari;Jambi;1504
1011442;MUARA TEMBESI;Batang Hari;Jambi;1504
1011443;PASAR MUARA TEMBESI;Batang Hari;Jambi;1504
1011444;MUARA BULIAN;Batang Hari;Jambi;1504
1011445;PASAR TERUSAN;Batang Hari;Jambi;1504
1011446;ARO;Batang Hari;Jambi;1504
1011447;PENEROKAN;Batang Hari;Jambi;1504
1011448;BATIN;Batang Hari;Jambi;1504
1011449;MARO SEBO ILIR;Batang Hari;Jambi;1504
1011450;TIDAR KURANJI;Batang Hari;Jambi;1504
1011451;TENAM;Batang Hari;Jambi;1504
1011452;JEMBATAN MAS;Batang Hari;Jambi;1504
1011453;SELAT;Batang Hari;Jambi;1504
1011454;TEMPINO;Muaro Jambi;Jambi;1505
1011455;PONDOK MEJA;Muaro Jambi;Jambi;1505
1011456;SEI BAHAR VII;Muaro Jambi;Jambi;1505
1011457;SEI BAHAR I;Muaro Jambi;Jambi;1505
1011458;SEI BAHAR IV;Muaro Jambi;Jambi;1505
1011459;MARKANDING;Muaro Jambi;Jambi;1505
1011460;MUARA KUMPEH;Muaro Jambi;Jambi;1505
1012633;KASANG PUDAK;Muaro Jambi;Jambi;1505
1011461;TANGKIT;Muaro Jambi;Jambi;1505
1011462;KEBON IX;Muaro Jambi;Jambi;1505
1012631;TALANG BUKIT;Muaro Jambi;Jambi;1505
1011463;TANJUNG;Muaro Jambi;Jambi;1505
1011464;PUDING;Muaro Jambi;Jambi;1505
1011465;JAMBI KECIL;Muaro Jambi;Jambi;1505
1011466;KEMINGKING DALAM;Muaro Jambi;Jambi;1505
1011467;SIMPANG SEI DUREN;Muaro Jambi;Jambi;1505
1011468;PENYENGAT OLAK;Muaro Jambi;Jambi;1505
1011469;PIR II BAJUBANG;Muaro Jambi;Jambi;1505
1011470;SENGETI;Muaro Jambi;Jambi;1505
1011471;SEKERNAN ILIR;Muaro Jambi;Jambi;1505
1012632;TANTAN;Muaro Jambi;Jambi;1505
1012634;SUKO AWIN JAYA;Muaro Jambi;Jambi;1505
1011472;MENDAHARA;Tanjung Jabung Timur;Jambi;1506
1011473;PANGKAL DURI;Tanjung Jabung Timur;Jambi;1506
1011474;SP TUAN;Tanjung Jabung Timur;Jambi;1506
1011475;SIMP.PANDAN;Tanjung Jabung Timur;Jambi;1506
1011476;DENDANG;Tanjung Jabung Timur;Jambi;1506
1011477;MUARA SABAK BARAT;Tanjung Jabung Timur;Jambi;1506
1011480;MUARA SABAK TIMUR;Tanjung Jabung Timur;Jambi;1506
1011478;LAMBUR;Tanjung Jabung Timur;Jambi;1506
1011479;SIMBUR NAIK;Tanjung Jabung Timur;Jambi;1506
1011481;KAMPUNG LAUT;Tanjung Jabung Timur;Jambi;1506
1011482;RANTAU RASAU;Tanjung Jabung Timur;Jambi;1506
1011483;SIMPANG BERBAK;Tanjung Jabung Timur;Jambi;1506
1011484;NIPAH PANJANG;Tanjung Jabung Timur;Jambi;1506
1011485;SUNGAI TERING;Tanjung Jabung Timur;Jambi;1506
1011486;SUNGAI LOKAN;Tanjung Jabung Timur;Jambi;1506
1011487;SUNGAI JAMBAT;Tanjung Jabung Timur;Jambi;1506
1011488;AIR HITAM LAUT;Tanjung Jabung Timur;Jambi;1506
1011489;PELABUHAN DAGANG;Tanjung Jabung Barat;Jambi;1507
1011490;MERLUNG;Tanjung Jabung Barat;Jambi;1507
1011491;SUBAN;Tanjung Jabung Barat;Jambi;1507
1011492;PIJOAN BARU;Tanjung Jabung Barat;Jambi;1507
1011493;PURWODADI;Tanjung Jabung Barat;Jambi;1507
1011494;LUBUK KAMBING;Tanjung Jabung Barat;Jambi;1507
1011495;BUKIT INDAH;Tanjung Jabung Barat;Jambi;1507
1011496;RANTAU BADAK;Tanjung Jabung Barat;Jambi;1507
1011497;TELUK NILAU;Tanjung Jabung Barat;Jambi;1507
1011498;SENYERANG;Tanjung Jabung Barat;Jambi;1507
1011499;KUALA TUNGKAL I;Tanjung Jabung Barat;Jambi;1507
1011500;KUALA TUNGKAL II;Tanjung Jabung Barat;Jambi;1507
1011501;SUNGAI SAREN;Tanjung Jabung Barat;Jambi;1507
1011502;TUNGKAL V;Tanjung Jabung Barat;Jambi;1507
1011503;SUKOREJO;Tanjung Jabung Barat;Jambi;1507
1011504;PARIT DELI;Tanjung Jabung Barat;Jambi;1507
1011505;SUNGAI BENGKAL;Tebo;Jambi;1508
1012504;TELUK RENDAH;Tebo;Jambi;1508
1011506;PINTAS TUO;Tebo;Jambi;1508
1012649;BANGUN SERANTEN;Tebo;Jambi;1508
1011507;MUARA TEBO;Tebo;Jambi;1508
1011508;TELUK SINGKAWANG;Tebo;Jambi;1508
1012657;SUO-SUO;Tebo;Jambi;1508
1011509;MENGUPEH;Tebo;Jambi;1508
1011510;LUBUK MADRASAH;Tebo;Jambi;1508
1011511;RIMBO BUJANG II;Tebo;Jambi;1508
1012502;TEGAL ARUM;Tebo;Jambi;1508
1011512;RIMBO BUJANG IX;Tebo;Jambi;1508
1012503;SUMBER SARI;Tebo;Jambi;1508
1011513;ALAI ILIR;Tebo;Jambi;1508
1011514;PULAU TEMIANG;Tebo;Jambi;1508
1012654;TELUK KEMBANG JAMBU;Tebo;Jambi;1508
1011515;SUNGAI ABANG;Tebo;Jambi;1508
1011516;TELUK LANCANG;Tebo;Jambi;1508
1011517;SP II SEKUTUR JAYA;Tebo;Jambi;1508
1011518;TUO PASIR MAYANG;Tebo;Jambi;1508
1011519;RANTAU KELOYANG;Bungo;Jambi;1509
1011520;KUAMANG KUNING X;Bungo;Jambi;1509
1011521;KUAMANG KUNING I;Bungo;Jambi;1509
1011522;KUAMANG JAYA;Bungo;Jambi;1509
1011523;BABEKO;Bungo;Jambi;1509
1012524;RIMBO TENGAH;Bungo;Jambi;1509
1011524;MUARA BUNGO II;Bungo;Jambi;1509
1011525;MUARA BUNGO I;Bungo;Jambi;1509
1011526;AIR GEMURUH;Bungo;Jambi;1509
1011527;RANTAU PANDAN;Bungo;Jambi;1509
1011528;TANJUNG AGUNG;Bungo;Jambi;1509
1011529;MUARA BUAT;Bungo;Jambi;1509
1011530;TANAH SEPENGGAL;Bungo;Jambi;1509
1011531;TANAH SEPENGGAL LINTAS;Bungo;Jambi;1509
1011532;TANAH TUMBUH;Bungo;Jambi;1509
1011533;LIMBUR LUBUK MENGKUANG;Bungo;Jambi;1509
1011534;PELAYANG;Bungo;Jambi;1509
1011535;RANTAU IKIL;Bungo;Jambi;1509
1011536;PULAU BATU;Bungo;Jambi;1509
1011537;PAAL V;Kota Jambi;Jambi;1571
1011538;PAAL X;Kota Jambi;Jambi;1571
1011539;KENALI BESAR;Kota Jambi;Jambi;1571
1011540;RAWASARI;Kota Jambi;Jambi;1571
1011541;PAKUAN BARU;Kota Jambi;Jambi;1571
1011542;TALANG BAKUNG;Kota Jambi;Jambi;1571
1011543;KEBON KOPI;Kota Jambi;Jambi;1571
1011544;PAAL MERAH I;Kota Jambi;Jambi;1571
1011545;PAAL MERAH II;Kota Jambi;Jambi;1571
1011546;SIMPANG KAWAT;Kota Jambi;Jambi;1571
1011547;KEBON HANDIL;Kota Jambi;Jambi;1571
1011548;KONI;Kota Jambi;Jambi;1571
1011549;PUTRI AYU;Kota Jambi;Jambi;1571
1011550;SIMPANG IV SIPIN;Kota Jambi;Jambi;1571
1011551;AUR DURI;Kota Jambi;Jambi;1571
1011552;OLAK KEMANG;Kota Jambi;Jambi;1571
1011553;TAHTUL YAMAN;Kota Jambi;Jambi;1571
1011554;TANJUNG PINANG;Kota Jambi;Jambi;1571
1011555;PAYO SELINCAH;Kota Jambi;Jambi;1571
1011556;TALANG BANJAR;Kota Jambi;Jambi;1571
1011557;TANAH KAMPUNG ;Kota Sungai Penuh;Jambi;1572
1011558;KUMUN;Kota Sungai Penuh;Jambi;1572
1011559;DESA GEDANG ;Kota Sungai Penuh;Jambi;1572
1011560;SUNGAI PENUH ;Kota Sungai Penuh;Jambi;1572
1012491;SUNGAI BUNGKAL;Kota Sungai Penuh;Jambi;1572
1011561;RAWANG ;Kota Sungai Penuh;Jambi;1572
1012641;TANJUNG;Kota Sungai Penuh;Jambi;1572
1011562;KOTO BARU ;Kota Sungai Penuh;Jambi;1572
1012490;KOTO LOLO;Kota Sungai Penuh;Jambi;1572
1012492;SUNGAI LIUK;Kota Sungai Penuh;Jambi;1572
1012522;PONDOK TINGGI;Kota Sungai Penuh;Jambi;1572
1011563;TANJUNG LENGKAYAP;Ogan Komering Ulu;Sumatera Selatan;1601
1011564;PENYADINGAN;Ogan Komering Ulu;Sumatera Selatan;1601
1011565;PENGANDONAN;Ogan Komering Ulu;Sumatera Selatan;1601
1011566;PENGARINGAN;Ogan Komering Ulu;Sumatera Selatan;1601
1011567;ULAK PANDAN;Ogan Komering Ulu;Sumatera Selatan;1601
1011568;MENDINGIN;Ogan Komering Ulu;Sumatera Selatan;1601
1011569;MUARA JAYA;Ogan Komering Ulu;Sumatera Selatan;1601
1011570;PENINJAUAN;Ogan Komering Ulu;Sumatera Selatan;1601
1011571;LUBUK BATANG;Ogan Komering Ulu;Sumatera Selatan;1601
1011572;KARYA MUKTI;Ogan Komering Ulu;Sumatera Selatan;1601
1011573;LUBUK RUKAM;Ogan Komering Ulu;Sumatera Selatan;1601
1011574;SUKARAYA;Ogan Komering Ulu;Sumatera Selatan;1601
1011575;KEMALA RAJA;Ogan Komering Ulu;Sumatera Selatan;1601
1011576;SEKAR JAYA;Ogan Komering Ulu;Sumatera Selatan;1601
1012547;TANJUNG BARU;Ogan Komering Ulu;Sumatera Selatan;1601
1011577;BATUMARTA II;Ogan Komering Ulu;Sumatera Selatan;1601
1011578;TANJUNG AGUNG;Ogan Komering Ulu;Sumatera Selatan;1601
1012557;KEDATON;Ogan Komering Ulu;Sumatera Selatan;1601
1011580;CAHAYA MAJU;Ogan Komering Ilir;Sumatera Selatan;1602
1011581;TUGU MULYO;Ogan Komering Ilir;Sumatera Selatan;1602
1011582;MUARA BURNAI;Ogan Komering Ilir;Sumatera Selatan;1602
1011583;RANTAU DURIAN;Ogan Komering Ilir;Sumatera Selatan;1602
1011584;PEMATANG PANGGANG I;Ogan Komering Ilir;Sumatera Selatan;1602
1011585;MAKARTI MULYA;Ogan Komering Ilir;Sumatera Selatan;1602
1011586;SUNGAI MENANG;Ogan Komering Ilir;Sumatera Selatan;1602
1011587;PEMATANG PANGGANG II;Ogan Komering Ilir;Sumatera Selatan;1602
1011588;PEMATANG PANGGANG III;Ogan Komering Ilir;Sumatera Selatan;1602
1011589;PEMATANG PANGGANG IV;Ogan Komering Ilir;Sumatera Selatan;1602
1011590;KERTA MUKTI;Ogan Komering Ilir;Sumatera Selatan;1602
1011591;TULUNG SELAPAN;Ogan Komering Ilir;Sumatera Selatan;1602
1012542;PENANGGOAN DUREN;Ogan Komering Ilir;Sumatera Selatan;1602
1011592;CENGAL;Ogan Komering Ilir;Sumatera Selatan;1602
1011593;PEDAMARAN;Ogan Komering Ilir;Sumatera Selatan;1602
1011594;PEDAMARAN TIMUR;Ogan Komering Ilir;Sumatera Selatan;1602
1011595;PANGARAYAN;Ogan Komering Ilir;Sumatera Selatan;1602
1011596;SUGI WARAS;Ogan Komering Ilir;Sumatera Selatan;1602
1012541;MULYA GUNA;Ogan Komering Ilir;Sumatera Selatan;1602
1011597;KUTARAYA;Ogan Komering Ilir;Sumatera Selatan;1602
1011598;CELIKAH;Ogan Komering Ilir;Sumatera Selatan;1602
1011599;SIRAH PULAU PADANG;Ogan Komering Ilir;Sumatera Selatan;1602
1011600;AWAL TERUSAN;Ogan Komering Ilir;Sumatera Selatan;1602
1011601;JEJAWI;Ogan Komering Ilir;Sumatera Selatan;1602
1011602;MUARA BATUN;Ogan Komering Ilir;Sumatera Selatan;1602
1011603;PAMPANGAN;Ogan Komering Ilir;Sumatera Selatan;1602
1011604;KEMAN;Ogan Komering Ilir;Sumatera Selatan;1602
1011605;PANGKALAN LAMPAM;Ogan Komering Ilir;Sumatera Selatan;1602
1011606;AIR SUGIHAN JALUR 27;Ogan Komering Ilir;Sumatera Selatan;1602
1011607;AIR SUGIHAN JALUR 25;Ogan Komering Ilir;Sumatera Selatan;1602
1011608;PULAU PANGGUNG;Muara Enim;Sumatera Selatan;1603
1011609;PAJAR BULAN;Muara Enim;Sumatera Selatan;1603
1011610;TANJUNG RAYA;Muara Enim;Sumatera Selatan;1603
1011611;TANJUNG AGUNG;Muara Enim;Sumatera Selatan;1603
1011612;SUGIH WARAS;Muara Enim;Sumatera Selatan;1603
1011613;BERINGIN;Muara Enim;Sumatera Selatan;1603
1011614;SUMBER MULYA;Muara Enim;Sumatera Selatan;1603
1011615;TANJUNG ENIM;Muara Enim;Sumatera Selatan;1603
1011616;MUARA ENIM;Muara Enim;Sumatera Selatan;1603
1011617;UJAN MAS;Muara Enim;Sumatera Selatan;1603
1011618;GUNUNG MEGANG;Muara Enim;Sumatera Selatan;1603
1011619;TELUK LUBUK;Muara Enim;Sumatera Selatan;1603
1011620;SUMAJA MAKMUR;Muara Enim;Sumatera Selatan;1603
1012588;BENAKAT;Muara Enim;Sumatera Selatan;1603
1011621;TEBAT AGUNG;Muara Enim;Sumatera Selatan;1603
1011622;MUARA EMBURUNG;Muara Enim;Sumatera Selatan;1603
1011623;GELUMBANG;Muara Enim;Sumatera Selatan;1603
1011624;LEMBAK;Muara Enim;Sumatera Selatan;1603
1011625;SUKARAMI;Muara Enim;Sumatera Selatan;1603
1012587;MUARA BELIDA;Muara Enim;Sumatera Selatan;1603
1011626;KELEKAR;Muara Enim;Sumatera Selatan;1603
1012589;BELIDA DARAT;Muara Enim;Sumatera Selatan;1603
1011627;TANJUNG SAKTI PUMI;Lahat;Sumatera Selatan;1604
1011628;SIMPANG III POMO;Lahat;Sumatera Selatan;1604
1011629;KOTA AGUNG;Lahat;Sumatera Selatan;1604
1011630;MUARA TIGA;Lahat;Sumatera Selatan;1604
1011631;TANJUNG TEBAT;Lahat;Sumatera Selatan;1604
1011632;PULAU PINANG;Lahat;Sumatera Selatan;1604
1011633;PAGAR GUNUNG;Lahat;Sumatera Selatan;1604
1011634;TINGGI HARI;Lahat;Sumatera Selatan;1604
1011635;JARAI;Lahat;Sumatera Selatan;1604
1011636;PAJAR BULAN;Lahat;Sumatera Selatan;1604
1011637;MUARA PAYANG;Lahat;Sumatera Selatan;1604
1012596;SUKAMERINDU;Lahat;Sumatera Selatan;1604
1011638;SAUNG NAGA;Lahat;Sumatera Selatan;1604
1011639;WANA RAYA;Lahat;Sumatera Selatan;1604
1011640;BUNGAMAS;Lahat;Sumatera Selatan;1604
1011641;BUMI LAMPUNG;Lahat;Sumatera Selatan;1604
1011642;PALEMBAJA;Lahat;Sumatera Selatan;1604
1011643;PAGAR JATI;Lahat;Sumatera Selatan;1604
1011644;NANJUNGAN;Lahat;Sumatera Selatan;1604
1011645;TANJUNG AUR;Lahat;Sumatera Selatan;1604
1011646;BANDAR JAYA;Lahat;Sumatera Selatan;1604
1011647;PAGAR AGUNG;Lahat;Sumatera Selatan;1604
1011648;SENABING;Lahat;Sumatera Selatan;1604
1011649;PRUMNAS;Lahat;Sumatera Selatan;1604
1011650;SELAWI;Lahat;Sumatera Selatan;1604
1011651;USILA;Lahat;Sumatera Selatan;1604
1011652;SUKARAMI;Lahat;Sumatera Selatan;1604
1011653;PSEKSU;Lahat;Sumatera Selatan;1604
1011654;MERAPI II;Lahat;Sumatera Selatan;1604
1011655;MERAPI I;Lahat;Sumatera Selatan;1604
1011656;MUARA LAWAI;Lahat;Sumatera Selatan;1604
1012607;GOLDEN GREAT BORNEO;Lahat;Sumatera Selatan;1604
1011657;PERANGAI;Lahat;Sumatera Selatan;1604
1011658;TERAWAS;Musi Rawas;Sumatera Selatan;1605
1011659;SELANGIT;Musi Rawas;Sumatera Selatan;1605
1011660;SUMBER HARTA;Musi Rawas;Sumatera Selatan;1605
1011661;NAWANGSASI;Musi Rawas;Sumatera Selatan;1605
1011662;L. SIDOHARJO;Musi Rawas;Sumatera Selatan;1605
1011663;MANGUNHARJO;Musi Rawas;Sumatera Selatan;1605
1011664;MUARA BELITI;Musi Rawas;Sumatera Selatan;1605
1011665;MUARA KATI ;Musi Rawas;Sumatera Selatan;1605
1011666;JAYALOKA;Musi Rawas;Sumatera Selatan;1605
1011667;CIPTODADI;Musi Rawas;Sumatera Selatan;1605
1011668;KARYA SAKTI;Musi Rawas;Sumatera Selatan;1605
1011669;CECAR;Musi Rawas;Sumatera Selatan;1605
1011670;SUNGAI BUNUT;Musi Rawas;Sumatera Selatan;1605
1011671;MUARA KELINGI;Musi Rawas;Sumatera Selatan;1605
1011672;AIR BELITI;Musi Rawas;Sumatera Selatan;1605
1011673;MUARA LAKITAN;Musi Rawas;Sumatera Selatan;1605
1011674;PIAN RAYA;Musi Rawas;Sumatera Selatan;1605
1011675;MEGANG SAKTI;Musi Rawas;Sumatera Selatan;1605
1011676;KELINGI IV-C;Musi Rawas;Sumatera Selatan;1605
1011677;NGULAK;Musi Banyuasin;Sumatera Selatan;1606
1011678;BABAT TOMAN;Musi Banyuasin;Sumatera Selatan;1606
1011679;ULAK PACEH;Musi Banyuasin;Sumatera Selatan;1606
1011680;TANAH ABANG;Musi Banyuasin;Sumatera Selatan;1606
1011681;LUBUK BINTIALE;Musi Banyuasin;Sumatera Selatan;1606
1012532;BUKIT SELABU;Musi Banyuasin;Sumatera Selatan;1606
1011682;CINTA KARYA;Musi Banyuasin;Sumatera Selatan;1606
1011683;SUKA DAMAI;Musi Banyuasin;Sumatera Selatan;1606
1011684;SIDORAHAYU;Musi Banyuasin;Sumatera Selatan;1606
1011685;TEBING BULANG;Musi Banyuasin;Sumatera Selatan;1606
1011686;JIRAK;Musi Banyuasin;Sumatera Selatan;1606
1011687;BALAI AGUNG SEKAYU;Musi Banyuasin;Sumatera Selatan;1606
1011688;LUMPATAN;Musi Banyuasin;Sumatera Selatan;1606
1011689;LAIS;Musi Banyuasin;Sumatera Selatan;1606
1011690;GARDU HARAPAN;Musi Banyuasin;Sumatera Selatan;1606
1011691;TELUK KIJING;Musi Banyuasin;Sumatera Selatan;1606
1011692;SUNGAI LILIN;Musi Banyuasin;Sumatera Selatan;1606
1011693;TANJUNG KERANG;Musi Banyuasin;Sumatera Selatan;1606
1012533;SRIGUNUNG;Musi Banyuasin;Sumatera Selatan;1606
1011694;KARYA MAJU;Musi Banyuasin;Sumatera Selatan;1606
1011695;MEKAR JAYA;Musi Banyuasin;Sumatera Selatan;1606
1011696;BAYUNG LENCIR;Musi Banyuasin;Sumatera Selatan;1606
1011697;SUMBER HARUM;Musi Banyuasin;Sumatera Selatan;1606
1011698;PENINGGALAN;Musi Banyuasin;Sumatera Selatan;1606
1011699;SUKA JAYA;Musi Banyuasin;Sumatera Selatan;1606
1011700;BANDAR AGUNG;Musi Banyuasin;Sumatera Selatan;1606
1011701;KARANG MUKTI;Musi Banyuasin;Sumatera Selatan;1606
1011702;BEROJAYA TIMUR;Musi Banyuasin;Sumatera Selatan;1606
1011703;PENGUMBUK;BANYU ASIN;Sumatera Selatan;1607
1011704;SEMUNTUL;BANYU ASIN;Sumatera Selatan;1607
1011705;BETUNG KOTA;BANYU ASIN;Sumatera Selatan;1607
1011706;TALANG JAYA BETUNG;BANYU ASIN;Sumatera Selatan;1607
1012593;SUAK TAPEH;BANYU ASIN;Sumatera Selatan;1607
1011707;DANA MULYA;BANYU ASIN;Sumatera Selatan;1607
1011708;MEKARSARI;BANYU ASIN;Sumatera Selatan;1607
1011709;KARANG MANUNGGAL;BANYU ASIN;Sumatera Selatan;1607
1011710;TELUK BETUNG;BANYU ASIN;Sumatera Selatan;1607
1011711;SUKARAJA;BANYU ASIN;Sumatera Selatan;1607
1012595;SIDO MULYO;BANYU ASIN;Sumatera Selatan;1607
1011712;PANGKALAN BALAI;BANYU ASIN;Sumatera Selatan;1607
1011713;SEMBAWA;BANYU ASIN;Sumatera Selatan;1607
1011714;PETALING;BANYU ASIN;Sumatera Selatan;1607
1011715;SUKAJADI;BANYU ASIN;Sumatera Selatan;1607
1011716;GASING LAUT;BANYU ASIN;Sumatera Selatan;1607
1011717;KENTEN LAUT;BANYU ASIN;Sumatera Selatan;1607
1011718;TANJUNG LAGO;BANYU ASIN;Sumatera Selatan;1607
1011719;MARIANA;BANYU ASIN;Sumatera Selatan;1607
1011720;CINTA MANIS;BANYU ASIN;Sumatera Selatan;1607
1011721;SUNGAI DUA;BANYU ASIN;Sumatera Selatan;1607
1011722;SIMPANG RAMBUTAN;BANYU ASIN;Sumatera Selatan;1607
1012592;JAKABARING;BANYU ASIN;Sumatera Selatan;1607
1011723;DAYA UTAMA;BANYU ASIN;Sumatera Selatan;1607
1011724;MARGO MULYO;BANYU ASIN;Sumatera Selatan;1607
1011725;TIRTA HARJA;BANYU ASIN;Sumatera Selatan;1607
1011726;MAKARTI JAYA;BANYU ASIN;Sumatera Selatan;1607
1011727;SRIKATON;BANYU ASIN;Sumatera Selatan;1607
1011728;SUNGSANG;BANYU ASIN;Sumatera Selatan;1607
1011729;KARANG AGUNG  ILIR;BANYU ASIN;Sumatera Selatan;1607
1012594;TANJUNG API-API;BANYU ASIN;Sumatera Selatan;1607
1011730;MUARA TELANG;BANYU ASIN;Sumatera Selatan;1607
1011731;TALANG JAYA TELANG;BANYU ASIN;Sumatera Selatan;1607
1011732;TELUK AGUNG;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011733;BANDING AGUNG;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011734;WARKUK RANAU SELATAN;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011735;BUAY PEMATANG RIBU RANAU TENGAH;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011736;BUAY PEMACA;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011737;SIMPANG;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011738;BUANA PEMACA;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011739;MUARA DUA;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011740;BUAY RAWAN;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011741;BUAY SANDANG AJI;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011742;TIGA DIHAJI;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011743;BUAY RUNJUNG;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011744;RUNJUNG AGUNG;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011745;TENANG;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011746;MUARA DUA KISAM;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011747;KISAM ILIR;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011748;PULAU BERINGIN;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011749;SINDANG DANAU;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011750;SUNGAI ARE;Ogan Komering Ulu Selatan;Sumatera Selatan;1608
1011751;MARTAPURA;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011752;KOTA BARU;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011753;BUNGA MAYANG;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011754;JAYAPURA;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011755;PEMETUNG BESUKI;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011756;RAWA BENING;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011757;PANDAN AGUNG;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011758;SUKARAJA;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011759;MUNCAK KABAU;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011760;BATUMARTA VIII;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011761;BANGSA NEGARA;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011762;RASUAN;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011763;GUMAWANG;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011764;WAY HITAM IV;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011765;NUSA BAKTI;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011766;PURWODADI;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011767;TOTO REJO;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011768;TARAMAN;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011769;TRIMOHARJO;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011770;CEMPAKA;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011771;BURNAY MULYA;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011772;BETUNG;Ogan Komering Ulu Timur;Sumatera Selatan;1609
1011773;MUARA KUANG;Ogan Ilir;Sumatera Selatan;1610
1011774;TAMBANG RAMBANG;Ogan Ilir;Sumatera Selatan;1610
1011775;BETUNG;Ogan Ilir;Sumatera Selatan;1610
1011776;TANJUNG BATU;Ogan Ilir;Sumatera Selatan;1610
1011777;SRI TANJUNG;Ogan Ilir;Sumatera Selatan;1610
1011778;PAYARAMAN;Ogan Ilir;Sumatera Selatan;1610
1011779;LEBUNG BANDUNG;Ogan Ilir;Sumatera Selatan;1610
1011780;MEKAR SARI;Ogan Ilir;Sumatera Selatan;1610
1011781;KANDIS;Ogan Ilir;Sumatera Selatan;1610
1011782;TANJUNG RAJA;Ogan Ilir;Sumatera Selatan;1610
